Year,Disaster Type,Country,Location,Total Deaths,ISO
1999,Industrial accident,Turkey,Marmara Sea of Istanbul,,TUR
1999,Earthquake,Taiwan (Province of China),Chiayi City (municipality) - Jiayi Province,1,TWN
1999,Landslide,Uzbekistan,Col du Kamchik,24,UZB
1999,Miscellaneous accident,Uzbekistan,Tashkent,12,UZB
1999,Storm,Viet Nam,Baie d'Halong - Quang Ninh Province,10,VNM
1999,Flood,Viet Nam,"Da Nang, Quang Nam, Thanh Hoa, Nghe An, Ha Tinh, Quang Binh, Quang Tri, Thua Thien Hue, Quang Ngai, Binh Dinh",622,VNM
1999,Flood,Viet Nam,"Thua Thien Hue, Khanh Hoa, Phu Yen, Binh Dinh, Quang Ngai, Quang Nam, Danang and Khanh Hoa.",127,VNM
1999,Transport accident,Viet Nam,Hai Duong,11,VNM
1999,Transport accident,Viet Nam,Lâm Dông Province,15,VNM
1999,Transport accident,Viet Nam,Ninh Thuan Province,11,VNM
1999,Transport accident,Viet Nam,Daklak,22,VNM
1999,Industrial accident,Viet Nam, Mao Khe (Quang Ninh Province),16,VNM
1999,Industrial accident,Viet Nam,Quang Ninh (Mao Khe),19,VNM
1999,Drought,Viet Nam,Central - North regions,,VNM
1999,Miscellaneous accident,Yemen,Al-Jaboub,10,YEM
1999,Flood,Yemen,Socotra Archipelago,,YEM
2000,Storm,Taiwan (Province of China),"Taipei, Pingtung, Kaohsiung areas (Taiwan Sheng province)",89,TWN
2000,Flood,Philippines (the),"Agusan del Sur, Agusan del Norte, Surigao del Sur districts (Region XIII province), Davao Oriental, Davao del Norte, Compostela districts (Region XI province)",50,PHL
2000,Extreme temperature ,Turkey,"Adana, Adiyaman, Afyon, Agri, Aksaray, Amasya, Ankara, Antalya, Ardahan, Artvin, Aydin, Balikesir, Bartin, Batman, Bayburt, Bilecik, Bingol, Bitlis, Bolu, Burdur, Bursa, Canakkale, Cankiri, Corum, Denizli, Diyarbakir, Edirne, Elazig, Erzincan, Erzurum, Eskisehir, Gaziantep, Giresun, Gumushane, Hakkari, Hatay, Icel, Igdir, Isparta, Istanbul, Izmir, K.maras, Karabuk, Karaman, Kars, Kastamonu, Kayseri, Kilis, Kirikkale, Kirklareli, Kirsehir, Kocaeli, Konya, Kutahya, Malatya, Manisa, Mardin, Mugla, Mus, Nevsehir, Nigde, Ordu, Osmaniye, Rize, Sakarya, Samsun, Sanliurfa, Siirt, Sinop, Sirnak, Sivas, Tekirdag, Tokat, Trabzon, Tunceli, Usak, Van, Yalova, Yozgat, Zonguldak provinces",11,TUR
2000,Flood,Philippines (the),Metropolitan Manila district (NCR province),5,PHL
2000,Storm,Philippines (the),"National Capital region (NCR), Region III (Central Luzon) provinces",12,PHL
2000,Storm,Korea (the Democratic People's Republic of),"Kangwon-do, Hamgyong-bukto, Hamgyong-namdo, Yanggang-do, P'yongan-bukto, Hwanghae-bukto, Kaesong-si provinces",46,PRK
2000,Extreme temperature ,Pakistan,Punjab province,24,PAK
2000,Epidemic,Pakistan,Loralai district (Baluchistan province),10,PAK
2000,Transport accident,Pakistan,Nord-Ouest,11,PAK
2000,Transport accident,Pakistan,Canal de Saifullah Shakh (Sud du Pakistan),55,PAK
2000,Transport accident,Pakistan,Battangi,11,PAK
2000,Transport accident,Pakistan,Penjab province,17,PAK
2000,Transport accident,Pakistan,Punjab province,30,PAK
2000,Transport accident,Pakistan,Pendjab province,38,PAK
2000,Transport accident,Pakistan,Chenab river (Punjab),34,PAK
2000,Transport accident,Pakistan,Near Jhampir,20,PAK
2000,Epidemic,Pakistan,"Tharparkar, Sindh Province",95,PAK
2000,Epidemic,Pakistan,Punjab province,4,PAK
2000,Landslide,Philippines (the),Metropolitan Manila district (National Capital region (NCR) province),287,PHL
2000,Mass movement (dry),Philippines (the),"Apayao, Kalinga districts (Cordillera Administrative region (CAR) province)",11,PHL
2000,Volcanic activity,Philippines (the),"Legazpi City area (Albay district, Region V (Bicol region) province)",,PHL
2000,Flood,Philippines (the),Tawi-Tawi district (ARMM province),,PHL
2000,Storm,Philippines (the),National Capital region (NCR) province,11,PHL
2000,Storm,Philippines (the),"Caloocan, Manioma, Quezon cities (Metropolitan Manila district, National Capital region (NCR) province), Mindoro Oriental district (Region IV (Southern Tagalog) province), Cavite, Rizal districts (Region IV-A (Calabarzon) province), Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Region I (Ilocos region), Region III (Central Luzon) provinces",75,PHL
2000,Storm,Philippines (the),"Cavite district (Region IV-A (Calabarzon) province), Sorsogon, Catanduanes, Albay districts (Region V (Bicol region) province), Metropolitan Manila district (National Capital region (NCR) province), Samar districts (Region VIII (Eastern Visayas) province)",154,PHL
2000,Storm,Philippines (the),"Metropolitan Manila district (National Capital region (NCR) province), Rizal, Laguna districts (Region IV-A (Calabarzon) province), Cagayan, Nueva Vizcaya districts (Region II (Cagayan Valley) province)",94,PHL
2000,Storm,Philippines (the),"Autonomous region in Muslim Mindanao (ARMM), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces Central Philippines",48,PHL
2000,Transport accident,Philippines (the),Davao (Samal Isl.),131,PHL
2000,Transport accident,Philippines (the),Mindanao Isl.,30,PHL
2000,Transport accident,Philippines (the),"Jolo, Sulu",143,PHL
2000,Transport accident,Philippines (the),"Coast Maricaban, Batangas",13,PHL
2000,Transport accident,Philippines (the),Wawonii Isl.,26,PHL
2000,Epidemic,Philippines (the),Zamboanga,1,PHL
2000,Epidemic,Saudi Arabia,,57,SAU
2000,Epidemic,Saudi Arabia,Jizan region (southwestern),76,SAU
2000,Transport accident,Saudi Arabia,Near Skaka,22,SAU
2000,Transport accident,Saudi Arabia,Hafr al-Baten,26,SAU
2000,Epidemic,Singapore,Singapore,2,SGP
2000,Transport accident,Syrian Arab Republic,Alep region,10,SYR
2000,Flood,Thailand,"Songkhla, Nakhon Si Thammarat, Surat Thani, Satun, Phatthalung, Chumphon, Narathiwat, Yala, Pattani, Trang provinces",51,THA
2000,Flood,Thailand,"Wang Pong, Chon Daen districts (Phetchabun province)",9,THA
2000,Storm,Thailand,"Tha Tum, Chom Phra, Samrong Thap, Sikhoraphum, Sangkha, Muang Surin districts (Surin province), Ubon Ratchathani province",2,THA
2000,Epidemic,Thailand,"Northern, North-eastern regions",89,THA
2000,Transport accident,Thailand,Kanchanaburi Province,11,THA
2000,Transport accident,Thailand,Kalasin (Nakhon Panom Province),23,THA
2000,Transport accident,Thailand,Near Bangkok,12,THA
2000,Transport accident,Thailand,Nord-Est,38,THA
2000,Transport accident,Thailand,Lampang province,21,THA
2000,Industrial accident,Thailand,"Map Ta Phut, Rayong",1,THA
2000,Miscellaneous accident,Thailand,Bang Nam Priew district,,THA
2000,Flood,Thailand,"Muang Chiang Rai, Mae Chan districts (Chiang Rai province)",,THA
2000,Flood,Thailand,"Phan, Muang Chiang Rai, Khun Tan districts (Chiang Ria province), Loei, Udon Thani, Nakhon Phanom, Sakon Nakhon, Kalasin, Maha Sarakham, Roi Et, Surin, Buriram, Si Saket, Yasothon, Amnat Charoen, Ubon Ratchathani provinces",47,THA
2000,Earthquake,Tajikistan,"Khasanov village (Parharskiy district, Khatlon province)",,TJK
2000,Drought,Tajikistan,"Kabodien, Shaartuskiy, Jilikul, Ghozimalik, Kumsangirskiy, Piynjskiy districts (Khatlon province), Gorno Badakhshan Autonomous Oblast (Badakhshoni Kuni province), Leninabad Oblast (Sogd province)",,TJK
2000,Earthquake,Turkmenistan,Balkan province,11,TKM
2000,Earthquake,Turkey,Poturge district (Malatya province),1,TUR
2000,Earthquake,Turkey,"Cerkes, Orta districts (Cankiri province), Cubuk district (Ankara province)",2,TUR
2000,Flood,Turkey,"Carsamba, Salipazari districts (Samsun province), Tokat province",2,TUR
2000,Wildfire,Turkey,"Bursa, Canakkale, Balikesir provinces",,TUR
2000,Wildfire,Turkey,"Karacahisar, Boncuklu, Vakifli city (Soma district, Manisa province), Canakkale province",,TUR
2000,Transport accident,Turkey,Near Kula,11,TUR
2000,Transport accident,Turkey,Near Susuz (Kars province),21,TUR
2000,Transport accident,Turkey,Near Saraykent (Yozgat province),20,TUR
2000,Transport accident,Turkey,Besikduzu (Trabzon region),38,TUR
2000,Storm,Taiwan (Province of China),Taiwan Sheng province,14,TWN
2000,Transport accident,Taiwan (Province of China),Taipei,82,TWN
2000,Industrial accident,Taiwan (Province of China),Kaohsiung,,TWN
2000,Drought,Uzbekistan,"Karakalpakstan, Khorezm provinces",,UZB
2000,Storm,Viet Nam,"Khanh Binh Tay village (Tran Van Thoi district, Ca Mau province)",,VNM
2000,Flood,Viet Nam,"Long An, Dong Thap, An Giang, Kien Giang, Can Tho city, Vinh Long, Tien Giang provinces",460,VNM
2000,Flood,Viet Nam,"Quang Nam, Khanh Hoa, Phu Yen, Ninh Thuan, Binh Thuan, Quang Ngai, Binh Dinh, Quang Tri, Thua Thien-Hue provinces",36,VNM
2000,Landslide,Viet Nam,"Ban Sai village (Sa Pa district, Lao Cai province)",33,VNM
2000,Landslide,Viet Nam,Sin Ho district (Lai Chau province),40,VNM
2000,Storm,Viet Nam,"Quang Binh, Quang Tri, Thua Thien - Hue, Quang Nam, Quang Ngai, Binh Dinh, Da Nang City provinces",15,VNM
2000,Storm,Viet Nam,"Thach Ha, Cam Xuyen, Ky Anh districts (Ha Tinh province)",5,VNM
2000,Transport accident,Viet Nam,Nghê An Province,57,VNM
2000,Storm,Viet Nam,"Binh Hoa, Giao Ha villages (Giao Thuy district, Nam Dinh province)",3,VNM
2000,Storm,Viet Nam,Can Tho city province,,VNM
2000,Storm,Viet Nam,"My Tho City, Go Cong Township districts (Tien Giang province)",,VNM
2000,Storm,Viet Nam,Rach Gia Township district (Kien Giang province),,VNM
2000,Epidemic,Yemen,Wadi Mawr (Al-Hudaydah Governorate),32,YEM
2000,Transport accident,Yemen,Between Lahj and Aden provinces,14,YEM
2001,Earthquake,China,"Shidian area (Baoshan district, Yunnan Sheng province)",2,CHN
2001,Extreme temperature ,Pakistan,"Bahawalpur District, Rahim Yar Khan District districts (Punjab province), Peshawar District (North-West Frontier province), Balochistan province",,PAK
2001,Transport accident,Turkey,Near Antalya,46,TUR
2001,Earthquake,Afghanistan,Fayzabad district (Badakhshan province),,AFG
2001,Earthquake,Afghanistan,"Panjsher, Parwan, Kapisa provinces",4,AFG
2001,Extreme temperature ,Afghanistan,Kunduz province,177,AFG
2001,Epidemic,Afghanistan,"Norhtern region (Khulm, Aibak), north-east region (Faizabad, Kunduz), eastern region, southern region and south-east region.",114,AFG
2001,Transport accident,Afghanistan,Near Talogan (Takhar province),22,AFG
2001,Epidemic,Afghanistan,Taiwara-Ghor province,40,AFG
2001,Miscellaneous accident,United Arab Emirates (the),Dubai,14,ARE
2001,Storm,Bangladesh,"Lalmonirhat, Nilphamari, Gaibandha, Rangpur districts (Rangpur province)",12,BGD
2001,Flood,Bangladesh,"Nilphamari district (Rangpur province), Brahamanbaria district (Chittagong province), Sylhet province",9,BGD
2001,Storm,Bangladesh,"Mymensingh, Netrakona, Tangail, Gopalganj districts (Dhaka province), Naogaon district (Rajshahi province), Maulvibazar district (Sylhet province), Chuadanga, Jhenaidah, Meherpur districts (Khulna province), Gaibandha district (Rangpur province), Patuakhali district (Barisal province), Noakhali district (Chittagong province)",12,BGD
2001,Storm,Bangladesh,"Patuakhali district (Barisal province), Satkhira district (Khulna province)",193,BGD
2001,Extreme temperature ,Bangladesh,"Panchagarh, Thakurgaon, Dinajpur, Nilphamari districts (Rangpur province), Satkhira, Jessore districts (Khulna province), Sylhet, Sunamganj districts (Sylhet province)",6,BGD
2001,Transport accident,Bangladesh,Bogra district,36,BGD
2001,Transport accident,Bangladesh,Near Barbakunda,155,BGD
2001,Transport accident,Bangladesh,Meghna river,150,BGD
2001,Transport accident,Bangladesh,Tetulia river,90,BGD
2001,Transport accident,Bangladesh,"Sreepur Upazila, Gazipur",3,BGD
2001,Industrial accident,Bangladesh,Dacca,16,BGD
2001,Storm,Bangladesh,"Sirajganj, Pabna districts (Rajshahi province), Sylhet district (Sylhet province)",21,BGD
2001,Flood,Bangladesh,"Sunamganj, Sylhet districts (Sylhet province), Nawabganj, Rajshahi districts (Rajshahi province), Kushtia district (Khulna province)",,BGD
2001,Storm,China,Guangdong Sheng province,6,CHN
2001,Earthquake,China,"Yajiang Xian, Kangding Xian areas (Garze Tibetan district, Sichuan Sheng province)",3,CHN
2002,Earthquake,Afghanistan,"Hindu Kush montain (Wakhan district, Badakhshan province), Souchi Bala Payan, Yawan villages (Yawan district, Badakhshan province), Souch village (Jorm district, Badakhshan province), Jurm, Malang Ab villages (Baharak district, Badakhshan province), Rostaq district (Takhar province), Kabul district (Kabul province), Khuram Wa Sarbagh, Aybak districts (Samagan province)",150,AFG
2002,Earthquake,Afghanistan,Nahrin district (Baghlan province),1000,AFG
2002,Earthquake,Afghanistan,"Dawabi, Khojakeder villages (Nahrin district, Baghlan province)",50,AFG
2002,Flood,Afghanistan,"Deh Miran area (Garziwan district, Faryab province)",39,AFG
2002,Flood,Afghanistan,"Qala-e-Naw, Abkamari districts (Badghis province)",7,AFG
2002,Landslide,Afghanistan,Salang district (Parwan province),5,AFG
2002,Epidemic,Afghanistan,"Aghram, Kuf sub-district, Darwaz, Khawahan districts (Badakshan province)",17,AFG
2002,Epidemic,Afghanistan,"Kabul, Jalalabad",,AFG
2002,Epidemic,Afghanistan,Youmgan Valley,60,AFG
2002,Transport accident,Afghanistan,Tangi Abrishim,45,AFG
2002,Transport accident,Afghanistan,Nejrab (Kapisa),26,AFG
2002,Miscellaneous accident,Afghanistan,Bamiyan region,13,AFG
2002,Miscellaneous accident,Afghanistan,Jalalabad,11,AFG
2002,Flood,Afghanistan,"Yulmarab village (Mazar-e-Sharif district, Balkh province)",,AFG
2002,Epidemic,Afghanistan,Waras district (Bamyan province),82,AFG
2002,Epidemic,Afghanistan,Uruzgan province,2500,AFG
2002,Epidemic,Afghanistan,Taiwana district (Ghor province),35,AFG
2002,Epidemic,Afghanistan,Kabul,3,AFG
2002,Flood,Afghanistan,Khost province,35,AFG
2002,Epidemic,Afghanistan,Badakhshan,100,AFG
2002,Miscellaneous accident,United Arab Emirates (the),Dubai,29,ARE
2002,Transport accident,Azerbaijan,Capien sea (near Bakou),42,AZE
2002,Flood,Bangladesh,"Mymensingh, Netrakona, Sherpur districts (Dhaka province), Sunamganj district (Sylhet province), Rangpur, Nilphamari, Kurigram, Gaibandha districts (Rangpur province), Noakhali, Lakshmipur, Cox's Bazar districts (Chittagong province), Jessore, Satkhira districts (Khulna province), Barguna, Bhola, Barisal, Patuakhali districts (Barisal province), Rajshahi province",10,BGD
2002,Storm,Bangladesh,"Gaibandha, Lalmonirhat, Nilphamari, Rangpur, Kurigram districts (Rangpur province), Bogra, Sirajganj districts (Rajshahi province), Netrakona, Kishoreganj districts (Dhaka province)",31,BGD
2002,Storm,Bangladesh,Barguna district (Barisal province),49,BGD
2002,Extreme temperature ,Bangladesh,"Rajshahi, Rangpur provinces",700,BGD
2002,Epidemic,Bangladesh,"Bandarban, Rangamati, Khagrachari hill districts",96,BGD
2002,Transport accident,Bangladesh,Dhaka,31,BGD
2002,Transport accident,Bangladesh,Meghna river (near Chandpur port),300,BGD
2002,Transport accident,Bangladesh,,40,BGD
2002,Transport accident,Bangladesh,Brahmanbaria district,10,BGD
2002,Miscellaneous accident,Bangladesh,Gaibandha,30,BGD
2002,Miscellaneous accident,Bangladesh,"Lalbah, Agargoan, Islamag districts (Dacca)",1,BGD
2002,Storm,Bangladesh,Cox's Bazar district (Chittagong province),32,BGD
2002,Storm,Bangladesh,Rajshahi district (Rajshahi province),10,BGD
2002,Storm,China,"Zhengzhou district (Henan Sheng province), Guangdong Sheng province",25,CHN
2002,Storm,China,"Leizhou Shi, Lianjiang Shi, Zhanjiang Shi, Suixi Xian areas (Zhanjiang district, Guangdong province)",27,CHN
2002,Storm,China,"Beijing Shi, Gansu Sheng, Hebei Sheng, Heilongjiang Sheng, Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Qinghai Sheng, Shaanxi Sheng, Shandong Sheng, Shanxi Sheng, Tianjin Shi, Xinjiang Uygur Zizhiqu provinces",,CHN
2001,Flood,China,"Jinyang area (Liangshan Yi district, Sichuan Sheng province), Deyang, Mianyang districts (Sichuan Sheng province)",27,CHN
2001,Flood,Indonesia,"Bogor district (Jawa Barat province), Bojonegoro, Jember, Kota Jember districts (Jawa Timur province), Kota Gorontalo district (Gorontalo province), Lebak, Pandeglang, Tangerang districts (Banten province), Dki Jakarta province",130,IDN
2001,Flood,Indonesia,"Nias, Nias Selatan districts (Sumatera Utara province)",257,IDN
2001,Flood,Indonesia,"Kota Medan, Langkat, Simalungun, Kota Tebingtinggi, Deli Serdang districts (Sumatera Utara province), Gowa district (Sulawesi Selatan province)",15,IDN
2001,Landslide,China,", Caohezhang village (Benxi Shi area, Benxi district, Liaoning Sheng province), Yingkou Shi area (Name Unknown district, Liaoning Sheng province)",34,CHN
2001,Earthquake,China,"Ninglang Yi Zizhixian area (Lijiang district, Yunnan Sheng province), Yanyuan Xian area (Liangshan Yi district, Sichuan Sheng province)",2,CHN
2001,Earthquake,China,"Donghua village (Yongsheng Xian area, Lijiang district, Yunnan Sheng province)",,CHN
2001,Earthquake,China,"Yongsheng area (Lijiang district, Yunnan Sheng province)",1,CHN
2001,Flood,China,"Guangzhou, Maoming, Shanwei, Shenzhen, Yangjiang, Yunfu districts (Guangdong Sheng province), Hubei Sheng, Hunan Sheng provinces",29,CHN
2001,Flood,China,"Funing Xiang area (Wenshan Zhuang and Miao district, Yunnan Sheng province)",35,CHN
2001,Flood,China,"Mawu, Suolong villages (Min Xian area, Dingxi district, Gansu Sheng province)",46,CHN
2001,Flood,China,Wuhai district (Nei Mongol Zizhiqu province),,CHN
2001,Flood,China,Guangxi Zhuangzu Zizhiqu province,66,CHN
2001,Flood,China,"Suining Xian area (Shaoyang district, Hunan Sheng province)",166,CHN
2001,Landslide,China,"Wulong Xiang area (Name Unknown district, Chongqing Shi province)",74,CHN
2001,Landslide,China,Kunming district (Yunnan Sheng province),19,CHN
2001,Landslide,China,"Mingshan Xian area (Ya'an district, Sichuan Sheng province)",11,CHN
2001,Landslide,China,"Yongsheng Xian area(Lijiang district, Yunnan Sheng province)",14,CHN
2001,Landslide,China,"Zhenyuan Yi-Hani-Lahu Zizhi area (Pu'er district, Yunnan Sheng province)",16,CHN
2001,Storm,China,"Fujian Sheng, Zhejiang Sheng provinces",125,CHN
2001,Storm,China,"Hepu Xian area (Beihai district, Guangxi Zhuangzu Zizhiqu province), Shangsi Xian, Fangchenggang Shi areas (Fangchenggang district, Guangxi Zhuangzu Zizhiqu province), Ningming Xian, Long'an Xian, Heng Xian areas (Chongzuo district, Guangxi Zhuangzu Zizhiqu province), Tianyang Xian, Tiandong Xian, Pingguo Xian, Baise Shi areas (Baise district, Guangxi Zhuangzu Zizhiqu province), Nanning district (Guangxi Zhuangzu Zizhiqu province), Zhanjiang, Yangjiang, Maoming, Jiangmen, Yunfu, Zhaoqing, Shanwei, Shantou, Jieyang, Chaozhou, Meizhou, Huizhou, Dongguan districts (Guangdong Sheng province)",33,CHN
2001,Storm,China,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng provinces",100,CHN
2001,Storm,China,Guangdong Sheng province,,CHN
2001,Storm,China,"Zhaotun borough (Qinpu Qu area, Name Unknown (13243) district, Shanghai Shi province), Huangdu, Anting borough (Jiading Qu area, Shanghai district, Shanghai Shi province)",,CHN
